value,label,result,message
TN,ham,ham,Ugh my leg hurts. Musta overdid it on mon.
TP,spam,spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
TP,spam,spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins"
FN,ham,spam,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
TN,ham,ham,Me fine..absolutly fine
TN,ham,ham,How come she can get it? Should b quite diff to guess rite...
TP,spam,spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
TN,ham,ham,I will reach ur home in  &lt;#&gt;  minutes
TN,ham,ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
TN,ham,ham,Hi.what you think about match?
TN,ham,ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
TN,ham,ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.
TN,ham,ham,It is only yesterday true true.
TN,ham,ham,K.k.how is your business now?
TN,ham,ham,3 pa but not selected.
TP,spam,spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
TN,ham,ham,I keep ten rs in my shelf:) buy two egg.
TN,ham,ham,I am late. I will be there at
TN,ham,ham,Well thats nice. Too bad i cant eat it
TN,ham,ham,I accidentally brought em home in the box
TN,ham,ham,Pls she needs to dat slowly or she will vomit more.
TN,ham,ham,I have to take exam with in march 3
TN,ham,ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
TN,ham,ham,5 nights...We nt staying at port step liao...Too ex
TN,ham,ham,If I die I want u to have all my stuffs.
TN,ham,ham,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\"""""
TN,ham,ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
TN,ham,ham,Prabha..i'm soryda..realy..frm heart i'm sory
TN,ham,ham,I re-met alex nichols from middle school and it turns out he's dealing!
TP,spam,spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
TN,ham,ham,It means u could not keep ur words.
TN,ham,ham,"Nope, I'm still in the market"
TN,ham,ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
TP,spam,spam,YOU ARE CHOSEN TO RECEIVE A �350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
TN,ham,ham,Hey what how about your project. Started aha da.
TN,ham,ham,Ok cool. See ya then.
TN,ham,ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
TN,ham,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
TP,spam,spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch
TN,ham,ham,Yeah I can still give you a ride
TN,ham,ham,"Jay wants to work out first, how's 4 sound?"
TN,ham,ham,"Gud gud..k, chikku tke care.. sleep well gud nyt"
TN,ham,ham,Its a part of checking IQ
TN,ham,ham,Hmm thinking lor...
TN,ham,ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
TN,ham,ham,thanks for the temales it was wonderful. Thank. Have a great week.
TN,ham,ham,Thank you princess! I want to see your nice juicy booty...
TN,ham,ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
TN,ham,ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
TN,ham,ham,U come n search tat vid..not finishd..
TN,ham,ham,"K I'm leaving soon, be there a little after 9"
TP,spam,spam,Urgent! Please call 09061213237 from a landline. �5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
TN,ham,ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
TN,ham,ham,You do your studies alone without anyones help. If you cant no need to study.
TN,ham,ham,Please tell me not all of my car keys are in your purse
TN,ham,ham,I didnt get anything da
TN,ham,ham,Ok... Sweet dreams...
TN,ham,ham,Well she's in for a big surprise!
TN,ham,ham,"As usual..iam fine, happy &amp; doing well..:)"
TN,ham,ham,1 in cbe. 2 in chennai.
TN,ham,ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
TN,ham,ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .
TN,ham,ham,I absolutely LOVE South Park! I only recently started watching the office.
TN,ham,ham,Did you see that film:)
TN,ham,ham,Pls speak with me. I wont ask anything other then you friendship.
TN,ham,ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
TN,ham,ham,Gud ni8.swt drms.take care
TN,ham,ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
TN,ham,ham,Anything lar then �_ not going home 4 dinner?
TN,ham,ham,\ER
TP,spam,spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy "
TN,ham,ham,Did u fix the teeth?if not do it asap.ok take care.
TN,ham,ham,So u wan 2 come for our dinner tonight a not?
TN,ham,ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!"
TN,ham,ham,Its too late:)but its k.wish you the same.
TN,ham,ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
TN,ham,ham,Oh yeah clearly it's my fault
TN,ham,ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
TN,ham,ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ..."
TP,spam,spam,URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
TN,ham,ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\""."""
TN,ham,ham,"Vikky, come around  &lt;TIME&gt; .."
TN,ham,ham,"And how you will do that, princess? :)"
TN,ham,ham,I have gone into get info bt dont know what to do
TN,ham,ham,"Yeah, probably here for a while"
TN,ham,ham,Sent me ur email id soon
TP,spam,spam,"URGENT! You have won a 1 week FREE membership in our �100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
TN,ham,ham,I'm still pretty weak today .. Bad day ?
TN,ham,ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
TN,ham,ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
TN,ham,ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
TN,ham,ham,Dear where you. Call me
TN,ham,ham,Xy trying smth now. U eat already? We havent...
TP,spam,spam,Urgent! Please call 09061213237 from landline. �5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
TN,ham,ham,I donno its in your genes or something
TP,spam,spam,XMAS iscoming & ur awarded either �500 CD gift vouchers & free entry 2 r �100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription
TN,ham,ham,Alex says he's not ok with you not being ok with it
TN,ham,ham,Are u coming to the funeral home
TN,ham,ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
TN,ham,ham,I.ll hand her my phone to chat wit u
TN,ham,ham,Well good morning mr . Hows london treatin' ya treacle?
TN,ham,ham,I can't make it tonight
TN,ham,ham,At WHAT TIME should i come tomorrow
TN,ham,ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
TN,ham,ham,"I can. But it will tell quite long, cos i haven't finish my film yet..."
TN,ham,ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
TN,ham,ham,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\"""""
TN,ham,ham,Ill be at yours in about 3 mins but look out for me
TN,ham,ham,What you did in  leave.
TN,ham,ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
TN,ham,ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
TN,ham,ham,"yeah, that's what I was thinking"
TN,ham,ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
TN,ham,ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
TN,ham,ham,My sister going to earn more than me da.
TP,spam,spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX �1.50
TN,ham,ham,Hahaha..use your brain dear
TN,ham,ham,Jus finish watching tv... U?
TN,ham,ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
TN,ham,ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
TN,ham,ham,Kothi print out marandratha.
TN,ham,ham,But we havent got da topic yet rite?
TN,ham,ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
TN,ham,ham,"Thanks, I'll keep that in mind"
TN,ham,ham,Aah bless! How's your arm?
TN,ham,ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
TN,ham,ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
TN,ham,ham,What makes you most happy?
TN,ham,ham,Wishing you a wonderful week.
TN,ham,ham,Sweet heart how are you?
TN,ham,ham,"Sir, waiting for your letter."
TN,ham,ham,Dude im no longer a pisces. Im an aquarius now.
TN,ham,ham,X course it 2yrs. Just so her messages on messenger lik you r sending me
TN,ham,ham,I think steyn surely get one wicket:)
TN,ham,ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
TN,ham,ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
TN,ham,ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
TN,ham,ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
TN,ham,ham,My birthday is on feb  &lt;#&gt;  da. .
TN,ham,ham,So when do you wanna gym?
TN,ham,ham,You'd like that wouldn't you? Jerk!
TN,ham,ham,Are u awake? Is there snow there?
TN,ham,ham,And of course you should make a stink!
TP,spam,spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
TN,ham,ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
TN,ham,ham,When you guys planning on coming over?
TN,ham,ham,Wat �_ doing now?
TN,ham,ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
TN,ham,ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.
TN,ham,ham,Do I? I thought I put it back in the box
TN,ham,ham,I'm home...
TN,ham,ham,No one interested. May be some business plan.
TN,ham,ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
TN,ham,ham,Good morning princess! Have a great day!
TN,ham,ham,Guai... �� shd haf seen him when he's naughty... �� so free today? Can go jogging...
TN,ham,ham,Aiyo cos i sms �_ then �_ neva reply so i wait 4 �_ to reply lar. I tot �_ havent finish ur lab wat.
TN,ham,ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
TN,ham,ham,Tell me something. Thats okay.
TN,ham,ham,Ok
TN,ham,ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
TN,ham,ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
TN,ham,ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
TN,ham,ham,Yep get with the program. You're slacking.
TN,ham,ham,I'm in inside office..still filling forms.don know when they leave me.
TN,ham,ham,"I think your mentor is , but not 100 percent sure."
TP,spam,spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
TP,spam,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
TP,spam,spam,A �400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a �400 reward. Just call 09066380611
TN,ham,ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
TP,spam,spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
TN,ham,ham,Hi mom we might be back later than  &lt;#&gt;
FP,spam,ham,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
TN,ham,ham,"Lol, oh you got a friend for the dog ?"
TN,ham,ham,"Ok., is any problem to u frm him? Wats matter?"
TN,ham,ham,"K I'll head out in a few mins, see you there"
TN,ham,ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
TN,ham,ham,I cant pick the phone right now. Pls send a message
TN,ham,ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
TP,spam,spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
TP,spam,spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or �250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
TN,ham,ham,Somebody set up a website where you can play hold em using eve online spacebucks
TN,ham,ham,Its sunny in california. The weather's just cool
TP,spam,spam,You have 1 new message. Call 0207-083-6089
TN,ham,ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
TN,ham,ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
TN,ham,ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.I��m knackered and i��m dreading work tonight. What are thou upto tonight. X
TN,ham,ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
TN,ham,ham,I'm at work. Please call
TN,ham,ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
TN,ham,ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
TN,ham,ham,Ok.ok ok..then..whats ur todays plan
TN,ham,ham,Nt joking seriously i told
TN,ham,ham,Watching ajith film ah?
TN,ham,ham,Ooooooh I forgot to tell u I can get on yoville on my phone
TN,ham,ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
TN,ham,ham,I dont know exactly could you ask chechi.
TN,ham,ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.
TN,ham,ham,As in i want custom officer discount oh.
TN,ham,ham,That's necessarily respectful
TN,ham,ham,Hi. Hope you had a good day. Have a better night.
TN,ham,ham,And he's apparently bffs with carly quick now
TN,ham,ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!�����_??�۬ud evening...
TN,ham,ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
TN,ham,ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
TN,ham,ham,So gd got free ice cream... I oso wan...
TN,ham,ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
TN,ham,ham,So how many days since then?
TN,ham,ham,Dear are you angry i was busy dear
TN,ham,ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if �_ leaving earlier or wat mah cos mayb �_ haf to walk v far...
TN,ham,ham,... Are you in the pub?
TN,ham,ham,There is a first time for everything :)
TN,ham,ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
TN,ham,ham,I ask if u meeting da ge tmr nite...
TN,ham,ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
TN,ham,ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
TN,ham,ham,East coast
TN,ham,ham,You should get more chicken broth if you want ramen unless there's some I don't know about
TN,ham,ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
TN,ham,ham,Nope. I just forgot. Will show next week
TN,ham,ham,So how are you really. What are you up to. How's the masters. And so on.
TN,ham,ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)
TN,ham,ham,I dont know oh. Hopefully this month.
TN,ham,ham,"Hi elaine, is today's meeting confirmed?"
TN,ham,ham,Ok k..sry i knw 2 siva..tats y i askd..
TN,ham,ham,"Sorry, I'll call later"
TN,ham,ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
TN,ham,ham,Otherwise had part time job na-tuition..
TN,ham,ham,Oh yeah! And my diet just flew out the window
FP,spam,ham,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
TN,ham,ham,You didnt complete your gist oh.
TN,ham,ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
TN,ham,ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
TN,ham,ham,If I was I wasn't paying attention
TN,ham,ham,Thanx a lot 4 ur help!
TN,ham,ham,You're gonna have to be way more specific than that
TN,ham,ham,Jesus armand really is trying to tell everybody he can find
TN,ham,ham,I'm wif him now buying tix lar...
TN,ham,ham,Mode men or have you left.
TN,ham,ham,Am slow in using biola's fne
TN,ham,ham,"\What are youdoing later? Sar xxx\"""""
TN,ham,ham,Hey i've booked the 2 lessons on sun liao...
TN,ham,ham,Thank you. do you generally date the brothas?
TN,ham,ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
TN,ham,ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
TP,spam,spam,You have won a guaranteed 32000 award or maybe even �1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
TN,ham,ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
TN,ham,ham,"And that's fine, I got enough bud to last most of the night at least"
TN,ham,ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
TN,ham,ham,So that takes away some money worries
TN,ham,ham,"aight we can pick some up, you open before tonight?"
FP,spam,ham,"Latest News! Police station toilet stolen, cops have nothing to go on!"
TN,ham,ham,Sac needs to carry on:)
TN,ham,ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.
TN,ham,ham,What???? Hello wats talks email address?
TN,ham,ham,Except theres a chick with huge boobs.
TN,ham,ham,Im just wondering what your doing right now?
TN,ham,ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
TP,spam,spam,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\"""""
TN,ham,ham,Arun can u transfr me d amt
TN,ham,ham,"Sorry, I'll call later"
TN,ham,ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
TP,spam,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
TN,ham,ham,Ok i thk i got it. Then u wan me 2 come now or wat?
TP,spam,spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
TN,ham,ham,U GOIN OUT 2NITE?
TN,ham,ham,I will treasure every moment we spend together...
TN,ham,ham,Shall I bring us a bottle of wine to keep us amused? Only joking! I���ll bring one anyway
TP,spam,spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true��C C Ringtone��
TP,spam,spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth �33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
TP,spam,spam,"URGENT! Last weekend's draw shows that you have won �1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
TN,ham,ham,Ok lor.
TN,ham,ham,I thought slide is enough.
TN,ham,ham,Yup
TN,ham,ham,Well obviously not because all the people in my cool college life went home ;_;
TN,ham,ham,Ok lor �_ reaching then message me.
TN,ham,ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
FN,ham,spam,Dhoni have luck to win some big title.so we will win:)
TN,ham,ham,Yes princess! I want to please you every night. Your wish is my command...
TN,ham,ham,What Today-sunday..sunday is holiday..so no work..
TN,ham,ham,No probably  &lt;#&gt; %.
TN,ham,ham,Really do hope the work doesnt get stressful. Have a gr8 day.
TN,ham,ham,Have you seen who's back at Holby?!
TN,ham,ham,Shall call now dear having food
TP,spam,spam,URGENT We are trying to contact you Last weekends draw shows u have won a �1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
TN,ham,ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time...
TN,ham,ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
TN,ham,ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(
TN,ham,ham,Ofcourse I also upload some songs
TP,spam,spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
TN,ham,ham,K. I will sent it again
TN,ham,ham,Oh thanks a lot..i already bought 2 eggs ..
TN,ham,ham,K. I will sent it again
TN,ham,ham,U studying in sch or going home? Anyway i'll b going 2 sch later.
TP,spam,spam,Marvel Mobile Play the official Ultimate Spider-man game (�4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
TN,ham,ham,I think if he rule tamilnadu..then its very tough for our people.
TN,ham,ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
TN,ham,ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
TN,ham,ham,Yes... I trust u to buy new stuff ASAP so I can try it out
TP,spam,spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
TN,ham,ham,Why did I wake up on my own &gt;:(
TN,ham,ham,Now get step 2 outta the way. Congrats again.
TN,ham,ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
TP,spam,spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
TN,ham,ham,Apo all other are mokka players only
TN,ham,ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
TN,ham,ham,Wait . I will msg after  &lt;#&gt;  min.
TN,ham,ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
TN,ham,ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
TN,ham,ham,I want to be inside you every night...
TN,ham,ham,"Machan you go to gym tomorrow,  i wil come late goodnight."
TN,ham,ham,Lol they were mad at first but then they woke up and gave in.
TN,ham,ham,I went to project centre
TN,ham,ham,"It���s reassuring, in this crazy world."
TN,ham,ham,"Just making dinner, you ?"
TN,ham,ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
TN,ham,ham,Oh... Okie lor...We go on sat...
TN,ham,ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
TN,ham,ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
TN,ham,ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
TN,ham,ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
TN,ham,ham,Can you pls send me that company name. In saibaba colany
TN,ham,ham,No. I dont want to hear anything
TN,ham,ham,You are a big chic. Common. Declare
TN,ham,ham,Thats cool. I want to please you...
TN,ham,ham,Going to join tomorrow.
TP,spam,spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p�3.99
TN,ham,ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs
TP,spam,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04
TN,ham,ham,"Total disappointment, when I texted you was the craziest shit got :("
TN,ham,ham,Its just the effect of irritation. Just ignore it
TN,ham,ham,What about this one then.
TN,ham,ham,I think that tantrum's finished so yeah I'll be by at some point
TN,ham,ham,Compliments to you. Was away from the system. How your side.
TN,ham,ham,happened here while you were adventuring
TN,ham,ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. "
TN,ham,ham,Ok which your another number
TN,ham,ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
TN,ham,ham,Aiyah ok wat as long as got improve can already wat...
TP,spam,spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
TN,ham,ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
TN,ham,ham,Just sleeping..and surfing
